match_id,official_kind,official_id,official_name,role_raw
5499530,field_delegate,,"HERRANZ GONZALO, DIEGO",delegado_campo
5499528,referee,103172348,"GARCIA MARIN, DIEGO",Arbitro principal
5499529,referee,103172348,"GARCIA MARIN, DIEGO",Arbitro principal
5499533,referee,103172370,"GARCÍA LUENGO, ALEJANDRO",Arbitro principal
5499531,referee,103172189,"DÍAZ BESTEIRO, JORGE",Arbitro principal
5499532,referee,103176558,"ZORI MUÑOZ, GONZALO",Arbitro principal
5499532,field_delegate,,"BOUDJAJ, SOFIAN",delegado_campo
5499537,referee,103174825,"RAJO VILLALBA, MARCOS",Arbitro principal
5499535,referee,103174153,"MERCADO DURAN, PABLO",Arbitro principal
5499535,field_delegate,,"BERNABE ROLDAN, PAOLA",delegado_campo
5499536,referee,103174153,"MERCADO DURAN, PABLO",Arbitro principal
5499534,referee,103173615,"LAOSSA CARRETO, IKER",Arbitro principal
5499534,field_delegate,,"SÁNCHEZ MARTÍN, ABEL",delegado_campo
5499538,referee,103173615,"LAOSSA CARRETO, IKER",Arbitro principal
5499539,referee,103173615,"LAOSSA CARRETO, IKER",Arbitro principal
5499540,referee,103172929,"GÓMEZ IMAZ PIZARRO, ALEJANDRO",Arbitro principal
5499544,referee,103172929,"GÓMEZ IMAZ PIZARRO, ALEJANDRO",Arbitro principal
5499544,field_delegate,,"ROMAN, CONSTANTIN",delegado_campo
5499545,referee,103172929,"GÓMEZ IMAZ PIZARRO, ALEJANDRO",Arbitro principal
5499543,referee,103170698,"ALÍA ROZAS, DIEGO",Arbitro principal
5499541,referee,103170698,"ALÍA ROZAS, DIEGO",Arbitro principal
5499541,field_delegate,,"HERRANZ GONZALEZ, JOSE RAMON",delegado_campo
5499542,referee,103172396,"GARCIA RODRIGUEZ, SERGIO",Arbitro principal
5499542,field_delegate,,"ACHAHBAR SAMANIEGO, OMAR",delegado_campo
5499547,referee,103172396,"GARCIA RODRIGUEZ, SERGIO",Arbitro principal
5499547,field_delegate,,"SÁNCHEZ MARTÍN, ABEL",delegado_campo
5499548,referee,103172396,"GARCIA RODRIGUEZ, SERGIO",Arbitro principal
5499548,field_delegate,,"BERNABE ROLDAN, PAOLA",delegado_campo
5499549,referee,103172396,"GARCIA RODRIGUEZ, SERGIO",Arbitro principal
5499549,field_delegate,,"MESTANZA RUANO, CARLOS",delegado_campo
5499550,referee,103175962,"TORQUEMADA JIMENEZ, JORGE",Arbitro principal
5499551,referee,103175962,"TORQUEMADA JIMENEZ, JORGE",Arbitro principal
5499546,referee,103170648,"BELLANI, BAUTISTA",Arbitro principal
5499546,field_delegate,,"TORRES PACUAL, HECTOR",delegado_campo
5499555,referee,103173583,"MACIAS RODRIGUEZ, ALVARO",Arbitro principal
5499555,field_delegate,,"ROMAN, CONSTANTIN",delegado_campo
5499553,referee,103174153,"MERCADO DURAN, PABLO",Arbitro principal
5499554,referee,103173007,"GUERRERO CASTUERA, PABLO",Arbitro principal
5499554,field_delegate,,"BOUDJAJ, SOFIAN",delegado_campo
5499556,referee,103173007,"GUERRERO CASTUERA, PABLO",Arbitro principal
5499557,referee,103170686,"BABOURI BOUKEBBOUS, MOHAMED",Arbitro principal
5499552,referee,103175355,"SAYED FERNÁNDEZ, OMAR",Arbitro principal
5499562,referee,1925655,"GALAN NIELLA, SONIA",Arbitro principal
5499558,referee,103170270,"HERNANDEZ TEJEDOR, SERGIO",Arbitro principal
5499558,field_delegate,,"HERRANZ GONZALO, DIEGO",delegado_campo
5499563,referee,103172348,"GARCIA MARIN, DIEGO",Arbitro principal
5499561,referee,103176558,"ZORI MUÑOZ, GONZALO",Arbitro principal
5499561,field_delegate,,"BLANCO LOPEZ, MARIANO",delegado_campo
5499559,referee,103176558,"ZORI MUÑOZ, GONZALO",Arbitro principal
5499560,referee,103176558,"ZORI MUÑOZ, GONZALO",Arbitro principal
5499564,referee,103174825,"RAJO VILLALBA, MARCOS",Arbitro principal
5499564,field_delegate,,"GARCIA SANCHEZ, JESUS",delegado_campo
5499567,referee,103174825,"RAJO VILLALBA, MARCOS",Arbitro principal
5499567,field_delegate,,"MARTINEZ LOPEZ, JORGE",delegado_campo
5499565,referee,103174791,"RAJO VILLALBA, DANIEL",Arbitro principal
5499565,field_delegate,,"FRAILE LOBATO, ALEJANDRO",delegado_campo
5499566,referee,103170698,"ALÍA ROZAS, DIEGO",Arbitro principal
5499566,field_delegate,,"ROMAN, CONSTANTIN",delegado_campo
5499568,referee,103170698,"ALÍA ROZAS, DIEGO",Arbitro principal
5499569,referee,103170698,"ALÍA ROZAS, DIEGO",Arbitro principal
5499573,referee,103174825,"RAJO VILLALBA, MARCOS",Arbitro principal
5499573,field_delegate,,"SÁNCHEZ MARTÍN, ABEL",delegado_campo
5499574,referee,103176558,"ZORI MUÑOZ, GONZALO",Arbitro principal
5499574,field_delegate,,"SERINI JIMENEZ, LUIS A",delegado_campo
5499570,referee,103176558,"ZORI MUÑOZ, GONZALO",Arbitro principal
5499570,field_delegate,,"GARCIA SANCHEZ, JESUS",delegado_campo
5499571,referee,103176558,"ZORI MUÑOZ, GONZALO",Arbitro principal
5499571,field_delegate,,"HERRANZ GONZALEZ, JOSE RAMON",delegado_campo
5499575,referee,1925655,"GALAN NIELLA, SONIA",Arbitro principal
5549006,referee,100249239,"TEJADA LAFUENTE, ALEJANDRO",Arbitro principal
5549006,field_delegate,,"VILLARROEL PEREZ, MILTON",delegado_campo
5499578,referee,103171573,"CARRERAS CARRERAS, DIEGO",Arbitro principal
5499578,field_delegate,,"MARTINEZ LOPEZ, JORGE",delegado_campo
5499576,referee,103176558,"ZORI MUÑOZ, GONZALO",Arbitro principal
5499577,referee,103171573,"CARRERAS CARRERAS, DIEGO",Arbitro principal
5499577,field_delegate,,"ROMAN, CONSTANTIN",delegado_campo
5499580,referee,103173573,"LUQUE VACAS, DANIEL",Arbitro principal
5499581,referee,103173007,"GUERRERO CASTUERA, PABLO",Arbitro principal
5499579,referee,103173573,"LUQUE VACAS, DANIEL",Arbitro principal
5499582,referee,103170698,"ALÍA ROZAS, DIEGO",Arbitro principal
5499587,referee,103174825,"RAJO VILLALBA, MARCOS",Arbitro principal
5499586,referee,103174825,"RAJO VILLALBA, MARCOS",Arbitro principal
5499586,field_delegate,,"SÁNCHEZ GARCÍA, AGUSTÍN",delegado_campo
5499584,referee,103173615,"LAOSSA CARRETO, IKER",Arbitro principal
5499585,referee,103173615,"LAOSSA CARRETO, IKER",Arbitro principal
5499583,referee,103954862,"IONESCU SOARE, ALEJANDRO RAFAEL",Arbitro principal
5499590,referee,103172396,"GARCIA RODRIGUEZ, SERGIO",Arbitro principal
5499589,referee,103172396,"GARCIA RODRIGUEZ, SERGIO",Arbitro principal
5499589,field_delegate,,"TORRES PACUAL, HECTOR",delegado_campo
5499591,referee,103172396,"GARCIA RODRIGUEZ, SERGIO",Arbitro principal
5499593,referee,103174791,"RAJO VILLALBA, DANIEL",Arbitro principal
5499593,field_delegate,,"ROMAN, CONSTANTIN",delegado_campo
5499592,referee,103174791,"RAJO VILLALBA, DANIEL",Arbitro principal
5499588,referee,103174181,"MESONERO PEREZ, RODRIGO",Arbitro principal
5499588,field_delegate,,"SÁNCHEZ GARCÍA, AGUSTÍN",delegado_campo
5499598,referee,103173007,"GUERRERO CASTUERA, PABLO",Arbitro principal
5499599,referee,103173007,"GUERRERO CASTUERA, PABLO",Arbitro principal
5499595,referee,103170648,"BELLANI, BAUTISTA",Arbitro principal
5499595,field_delegate,,"BERNABE ROLDAN, PAOLA",delegado_campo
5499594,referee,103170648,"BELLANI, BAUTISTA",Arbitro principal
5499597,referee,103170648,"BELLANI, BAUTISTA",Arbitro principal
5499597,field_delegate,,"VALERO BARTOLOME, ADRIAN",delegado_campo
5499600,referee,103173583,"MACIAS RODRIGUEZ, ALVARO",Arbitro principal
5499603,referee,103173007,"GUERRERO CASTUERA, PABLO",Arbitro principal
5499605,referee,103173583,"MACIAS RODRIGUEZ, ALVARO",Arbitro principal
5499604,referee,103954864,"GONZALEZ RAMON, ANDRES",Arbitro principal
5499604,field_delegate,,"ROMAN, CONSTANTIN",delegado_campo
5499602,referee,103170714,"ALONSO CECA, MARCO",Arbitro principal
5499610,referee,103174791,"RAJO VILLALBA, DANIEL",Arbitro principal
5499611,referee,103174791,"RAJO VILLALBA, DANIEL",Arbitro principal
5499606,referee,103174791,"RAJO VILLALBA, DANIEL",Arbitro principal
5499608,referee,103954862,"IONESCU SOARE, ALEJANDRO RAFAEL",Arbitro principal
5499608,field_delegate,,"BERNABE ROLDAN, PAOLA",delegado_campo
5499609,referee,103170648,"BELLANI, BAUTISTA",Arbitro principal
5499609,field_delegate,,"SIRVENT LUQUE, JESUS",delegado_campo
5499617,referee,103174791,"RAJO VILLALBA, DANIEL",Arbitro principal
5499615,referee,103174791,"RAJO VILLALBA, DANIEL",Arbitro principal
5499615,field_delegate,,"ROMAN, CONSTANTIN",delegado_campo
5499613,referee,103174825,"RAJO VILLALBA, MARCOS",Arbitro principal
5499614,referee,103174825,"RAJO VILLALBA, MARCOS",Arbitro principal
5499616,referee,103171573,"CARRERAS CARRERAS, DIEGO",Arbitro principal
5499622,referee,103172370,"GARCÍA LUENGO, ALEJANDRO",Arbitro principal
5499622,field_delegate,,"MESTANZA RUANO, CARLOS",delegado_campo
5499623,referee,103173583,"MACIAS RODRIGUEZ, ALVARO",Arbitro principal
5499620,referee,103173583,"MACIAS RODRIGUEZ, ALVARO",Arbitro principal
5499620,field_delegate,,"SÁNCHEZ MARTÍN, ABEL",delegado_campo
5499621,referee,103172412,"GHIURCA, FABIAN ANTONIO",Arbitro principal
5499621,field_delegate,,"BERNABE ROLDAN, PAOLA",delegado_campo
5499619,referee,103172412,"GHIURCA, FABIAN ANTONIO",Arbitro principal
5499619,field_delegate,,"VILLARROEL PEREZ, MILTON",delegado_campo
5499627,referee,103176558,"ZORI MUÑOZ, GONZALO",Arbitro principal
5499628,referee,103176558,"ZORI MUÑOZ, GONZALO",Arbitro principal
5499625,referee,103173007,"GUERRERO CASTUERA, PABLO",Arbitro principal
5499629,referee,103176558,"ZORI MUÑOZ, GONZALO",Arbitro principal
5499629,field_delegate,,"VALERO BARTOLOME, ADRIAN",delegado_campo
5499626,referee,103173007,"GUERRERO CASTUERA, PABLO",Arbitro principal
5499626,field_delegate,,"ROMAN, CONSTANTIN",delegado_campo
5499630,referee,103173537,"LOPEZ-EGEA LOPEZ, RODRIGO",Arbitro principal
5499632,referee,103174825,"RAJO VILLALBA, MARCOS",Arbitro principal
5499632,field_delegate,,"VILLARROEL PEREZ, MILTON",delegado_campo
5499633,referee,103174825,"RAJO VILLALBA, MARCOS",Arbitro principal
5499633,field_delegate,,"SÁNCHEZ GARCÍA, AGUSTÍN",delegado_campo
5499635,referee,103174825,"RAJO VILLALBA, MARCOS",Arbitro principal
5499634,referee,103174791,"RAJO VILLALBA, DANIEL",Arbitro principal
5499634,field_delegate,,"SERINI JIMENEZ, LUIS A",delegado_campo
5499636,referee,103170714,"ALONSO CECA, MARCO",Arbitro principal
5499639,referee,103172396,"GARCIA RODRIGUEZ, SERGIO",Arbitro principal
5499640,referee,103170714,"ALONSO CECA, MARCO",Arbitro principal
5499640,field_delegate,,"VALERO BARTOLOME, ADRIAN",delegado_campo
5499638,referee,103172396,"GARCIA RODRIGUEZ, SERGIO",Arbitro principal
5499641,referee,103170648,"BELLANI, BAUTISTA",Arbitro principal
5499641,field_delegate,,"MESTANZA RUANO, CARLOS",delegado_campo
5499645,referee,3824,"PUENTE BONILLA, PABLO",Arbitro principal
5499645,field_delegate,,"RUIZ BERNABE, JESUS",delegado_campo
5499643,referee,103173615,"LAOSSA CARRETO, IKER",Arbitro principal
5499647,referee,103174153,"MERCADO DURAN, PABLO",Arbitro principal
5499647,field_delegate,,"BERNABE ROLDAN, PAOLA",delegado_campo
5499642,referee,103173615,"LAOSSA CARRETO, IKER",Arbitro principal
5499646,referee,103174153,"MERCADO DURAN, PABLO",Arbitro principal
5499646,field_delegate,,"SÁNCHEZ GARCÍA, AGUSTÍN",delegado_campo
5499649,referee,2146,"ALONSO CAMPOS, LUIS",Arbitro principal
5499651,referee,103174825,"RAJO VILLALBA, MARCOS",Arbitro principal
5499651,field_delegate,,"VALERO BARTOLOME, ADRIAN",delegado_campo
5499648,referee,103170648,"BELLANI, BAUTISTA",Arbitro principal
5499648,field_delegate,,"ROMAN, CONSTANTIN",delegado_campo
5499652,referee,103174181,"MESONERO PEREZ, RODRIGO",Arbitro principal
5499652,field_delegate,,"MESTANZA RUANO, CARLOS",delegado_campo
5499653,referee,103174181,"MESONERO PEREZ, RODRIGO",Arbitro principal
5499654,referee,100249239,"TEJADA LAFUENTE, ALEJANDRO",Arbitro principal
5499654,field_delegate,,"NUÑEZ CERRILLO, DAVID",delegado_campo
5499656,referee,103170648,"BELLANI, BAUTISTA",Arbitro principal
5499656,field_delegate,,"HOSU ALEXANDRU, LEONARDO DANIEL",delegado_campo
5499655,referee,103170714,"ALONSO CECA, MARCO",Arbitro principal
5499657,referee,103173007,"GUERRERO CASTUERA, PABLO",Arbitro principal
5499658,referee,103173007,"GUERRERO CASTUERA, PABLO",Arbitro principal
5499659,referee,103174181,"MESONERO PEREZ, RODRIGO",Arbitro principal
5499659,field_delegate,,"PRADILLO PUERTO, LUIS MIGUEL",delegado_campo
5499662,referee,103170648,"BELLANI, BAUTISTA",Arbitro principal
5499662,field_delegate,,"CASADO REVERTE, IKER",delegado_campo
5499660,referee,103172370,"GARCÍA LUENGO, ALEJANDRO",Arbitro principal
5499660,field_delegate,,"BENITEZ RODRIGUEZ, ANTONIO",delegado_campo
5499661,referee,103172370,"GARCÍA LUENGO, ALEJANDRO",Arbitro principal
5499665,referee,103172348,"GARCIA MARIN, DIEGO",Arbitro principal
5499665,field_delegate,,"SALCEDO MARTINEZ, ANTONIO",delegado_campo
5499663,referee,103176558,"ZORI MUÑOZ, GONZALO",Arbitro principal
5499663,field_delegate,,"BARRADO BERMEJO, MARTA",delegado_campo
5499664,referee,103172189,"DÍAZ BESTEIRO, JORGE",Arbitro principal
5499669,referee,103174791,"RAJO VILLALBA, DANIEL",Arbitro principal
5499667,referee,103173573,"LUQUE VACAS, DANIEL",Arbitro principal
5499667,field_delegate,,"MARTÍNEZ HERNÁNDEZ, MARÍA ISABEL",delegado_campo
5499668,referee,103173573,"LUQUE VACAS, DANIEL",Arbitro principal
5499668,field_delegate,,"FRAILE LOBATO, ALEJANDRO",delegado_campo
5499666,referee,103174153,"MERCADO DURAN, PABLO",Arbitro principal
5499670,referee,103172396,"GARCIA RODRIGUEZ, SERGIO",Arbitro principal
5499670,field_delegate,,"RUIZ BERNABE, JESUS",delegado_campo
5499671,referee,103172396,"GARCIA RODRIGUEZ, SERGIO",Arbitro principal
5499671,field_delegate,,"PRADILLO PUERTO, LUIS MIGUEL",delegado_campo
5499672,referee,103172933,"GOMEZ IMAZ PIZARRO, DANIEL",Arbitro principal
5499676,referee,103172933,"GOMEZ IMAZ PIZARRO, DANIEL",Arbitro principal
5499676,field_delegate,,"SALCEDO MARTINEZ, ANTONIO",delegado_campo
5499677,referee,103172933,"GOMEZ IMAZ PIZARRO, DANIEL",Arbitro principal
